x y z
-19.12892 -63.871311 19.573977
-33.909248 -23.719738 -22.996914
-19.186747 -27.380848 -20.874395
-31.475267 -35.229252 -14.272897
-16.644234 -35.631371 -13.230382
-12.793847 -39.116989 -7.727257
-51.437855 3.326423 -17.022266
-52.097824 -8.206408 -10.382951
-58.250114 -19.744585 -2.103709
-58.21217 -51.53228 3.561762
-59.641983 -33.731682 5.102246
-51.492157 -43.558136 4.964776
-50.246326 -55.966869 10.289596
-59.545448 -44.022652 13.089872
-51.351616 -50.717632 14.746141
-57.537064 -46.719124 21.942001
17.609102 -93.35836 0.69981
35.909328 -48.86977 -18.631124
35.237881 -74.707092 -13.270968
29.42403 -52.672649 -6.658324
23.181557 -74.461426 -7.660558
20.897764 -86.182892 -8.239956
40.25639 -81.709412 -11.203958
4.196894 -84.896896 -7.314636
45.475628 -69.653946 -0.13959
26.30484 -96.026665 -8.097822
38.700764 -84.754822 -1.499756
25.034752 -95.471672 7.343686
33.701935 -83.995796 7.929074
42.472702 -76.966286 14.643427
14.909814 -90.956963 16.754519
29.239012 -85.145317 18.57098
25.547817 -83.686554 31.446949
3.897345 -70.572784 7.269469
12.981836 -86.128059 5.690474
25.780926 -60.786755 5.881396
16.431345 -73.19046 11.112082
17.11072 -36.411564 -11.713774
15.758931 -56.142643 -5.14055
10.261224 -72.733582 -1.926169
14.425899 -54.654842 2.43988
20.133507 -45.202404 -3.538166
15.074207 -68.883133 20.512779
6.766 -82.574013 24.083971
18.004881 -78.053955 36.00415
53.888088 -17.851608 41.261044
9.920678 -12.788812 41.782288
49.321339 -13.606296 48.655006
42.038147 -10.985188 47.32201
47.39555 -26.053984 51.909145
8.142325 -2.342124 49.595028
38.571625 -21.310041 45.229275
7.1772 -14.433571 51.358353
41.21384 -25.911636 59.65749
36.32444 -21.478722 60.775261
32.095943 -34.170353 59.786293
31.794773 -27.875301 54.647949
30.206509 -40.440693 59.697235
10.561288 -38.936047 58.210014
6.02541 -23.089941 58.931911
23.506533 -29.609463 62.532085
20.738676 -25.059195 62.241753
15.697783 -8.048 68.864372
8.066605 -40.466038 65.891594
21.705364 -35.024952 67.434547
19.07707 -16.896957 70.529465
8.36216 -17.083349 72.316315
2.987478 -31.224829 68.424141
12.200982 -39.739784 74.846848
12.403371 -28.086107 69.547791
14.083282 -33.079182 70.022835
57.482082 -6.445052 21.49052
60.961533 -12.529073 29.270878
51.859543 -10.761078 34.677948
50.512535 -6.746383 36.121376
40.160343 -16.80888 36.977871
37.936413 -7.585391 8.833549
34.899078 -20.781971 12.097224
42.305363 -11.675593 19.342314
41.313225 -32.458706 18.526558
56.156715 -1.569303 9.213732
56.372181 -13.19327 15.326189
49.921581 -22.00066 18.8741
60.919956 -2.277515 12.854776
39.955231 -21.015522 0.863246
53.376911 0.071103 -2.155103
55.3834 -16.338493 6.072669
60.239597 -27.106731 12.15852
45.882275 -47.547894 -14.364178
47.658028 -59.652813 -8.105924
45.866695 -65.505836 10.921413
46.813858 -60.315304 18.990389
35.539413 -76.347725 25.20879
29.028751 -68.008141 33.517971
24.786695 -74.513687 44.616657
23.093313 -64.8927 51.576729
31.28504 -56.641815 47.873066
12.934424 -68.958977 54.77824
33.920418 -48.071884 54.329182
26.553749 -55.437958 57.236866
16.582712 -60.879478 61.816986
54.141888 -57.278931 1.207628
58.042187 -18.031912 33.877625
54.051842 -26.441294 43.81741
45.871918 -26.412621 41.499866
41.238274 -33.443996 43.442379
37.214108 -40.411392 44.530567
37.690948 -32.866558 49.082726
35.96067 -40.732681 53.351852
10.273117 -56.482624 60.755505
