x y z
43.91029 -77.861511 25.212671
42.81052 -43.487732 40.746479
36.134621 -63.994652 46.181293
35.673893 -72.654053 29.698812
59.629616 -18.494083 26.125622
60.514393 -29.919352 39.833847
54.369026 -46.279163 39.689365
53.263386 -56.192623 22.808855
45.307232 -65.183685 38.229717
23.277222 -82.256279 43.510075
17.554724 -52.368652 -7.979724
28.719097 -59.527321 -8.420382
31.958939 -32.634937 -15.082236
47.391891 -74.376823 0.392051
45.812336 -60.678295 -2.104582
37.556461 -84.552292 12.076637
46.141823 -74.793312 10.866623
28.993786 -52.284313 -5.085459
13.189165 -51.191616 37.564037
7.12246 -40.992607 40.642033
28.086353 -44.287193 -18.556976
4.375821 20.831923 -13.776845
5.548288 33.242226 -13.688915
14.023034 14.289031 -15.576768
38.202202 -12.464077 -3.110679
36.959389 -13.139203 15.693597
36.073719 28.257933 6.954052
23.039707 57.253555 5.034914
43.332954 42.381374 -4.588594
37.890312 -0.271166 -46.736355
45.801609 -16.064974 3.129741
47.83215 -24.999987 9.808916
67.7481 -17.619322 6.192075
53.389473 -9.459614 -17.272079
64.780266 -21.451876 -15.842901
44.873913 -2.503632 -13.585458
12.506663 26.991564 28.637922
4.507575 35.927177 16.363543
