x y z
-24.927513 -78.025803 -9.202059
-25.888577 -95.534889 -9.430111
-9.355004 -91.12571 -3.5647
-21.786097 -95.334183 6.173512
-37.525963 -81.48024 10.224653
-23.007334 -83.0355 20.717489
-28.926075 -52.897457 -7.072831
-10.644866 -66.734688 -1.639013
-14.085732 -43.883648 -3.205554
-16.613808 -74.020844 5.681931
-12.565367 -73.289757 20.1626
-5.593301 -87.447784 29.383835
-9.891758 -13.369256 45.041016
-45.841881 -29.746351 52.436058
-39.726276 -26.621641 52.313168
-32.029362 -23.368788 63.353634
-25.73587 -36.942619 63.55582
-21.066919 -11.78966 62.665081
-3.029436 -29.718433 66.303734
-18.272062 -31.960276 64.050758
-49.480755 -8.212527 -0.682709
-50.277779 -27.230322 7.564441
-34.802647 -20.157528 15.566586
-54.914818 -6.559807 8.665887
-52.638386 -40.630219 20.072142
-50.14035 -24.35878 18.319529
-51.486908 -10.700943 26.044378
-43.955517 -13.267653 45.279049
-42.143005 -47.142757 -17.316683
-41.841164 -73.505196 -8.050161
-43.357635 -71.705582 9.195323
-25.352673 -67.049446 36.587852
-16.519508 -68.126671 52.876606
-26.425941 -56.703175 55.737492
-52.399471 -25.435808 37.41008
-38.365013 -36.965939 45.410103
-30.076025 -44.51989 59.579418
-17.634562 -48.570087 66.05365
-31.344872 -4.626886 48.988224
-61.161503 -26.507269 25.848888
-37.342472 -5.269819 -5.580108
-35.748535 0.695414 14.236822
-50.739048 10.47674 9.874486
-15.603758 -36.846016 43.525234
-8.781851 7.669485 40.623993
-5.540226 -5.552544 63.519268
-58.846867 -38.113144 35.508072
-28.317457 41.044884 27.889414
-29.552956 22.683846 7.256351
-8.652974 28.669703 25.980055
-20.853544 20.969057 -19.850126
-10.737583 35.658752 -20.410456
-27.570423 -8.326418 -33.396889
-47.22781 -20.235931 -29.883543
-24.210796 9.994585 -33.808624
-44.485916 7.628905 -18.112194
-54.579815 -60.52898 -1.599501
-35.363495 -58.216091 43.188549
-46.448505 -41.277344 45.01976
-33.014343 -47.646805 47.046886
-21.062847 5.676429 57.545971
-39.185646 39.431492 15.906061
-40.896111 22.109783 24.484123
-47.104885 4.552712 27.936708
-40.933735 3.993581 41.186859
-1.821044 -0.956546 32.496262
-57.934875 -42.869938 -13.260186
-50.753128 -50.369816 42.948227
-38.312584 17.372959 46.094688
-41.550762 47.770794 -6.346473
-26.717237 52.401714 8.04998
-9.725443 -69.581108 35.539352
-8.4154 -58.181576 57.22879
-4.111193 -27.713915 28.015886
-44.490116 -65.719093 37.972683
-21.789373 23.592203 43.272564
-7.702565 -54.483906 26.853685
-2.347669 -27.686554 38.106358
-6.82677 -54.852032 43.547028
-6.914524 35.134628 -12.214664
-10.980536 65.4953 -7.091534
-6.813943 45.87162 8.442499
-45.844524 8.836226 -34.227016
-58.324814 -19.055479 -21.021114
-50.348579 -8.073944 -15.280291
-53.932964 -31.443691 -4.823678
-55.311199 -52.296803 26.910175
-5.70521 59.46368 19.680067
-12.031098 44.352047 43.426414
-5.48482 29.281811 43.052612
-8.920405 14.62719 63.877522
-29.391653 20.447361 -13.447967
-31.430109 41.214024 -11.754912
-45.71817 30.829918 -6.798333
-51.546089 25.487574 7.501514
-38.434624 -79.029305 32.055588
-10.590796 -57.200806 10.963358
-25.731247 -33.279121 -17.477686
-55.122246 -40.009895 6.636471
-47.294094 -56.827747 15.129065
27.83075 -69.102402 -8.528355
46.18219 -73.735153 -2.86292
12.758204 -93.640137 -4.957368
30.15719 -93.431061 -1.87934
40.268776 -78.513229 11.955732
19.317831 -90.572243 22.858587
12.115273 -62.438553 -1.809952
20.133507 -45.202404 -3.538166
15.739271 -76.873535 8.994791
25.028784 -62.57732 6.158307
11.350262 -73.803612 26.426527
17.936493 -82.690483 40.071949
49.003658 -23.252354 49.43631
40.297077 -12.835833 39.75222
7.572683 -9.656604 50.470734
38.351421 -25.708906 53.114136
31.701654 -40.581799 58.806995
32.985722 -22.583916 61.991173
28.976175 -34.022175 62.22744
20.875677 -9.583926 64.286858
11.337801 -40.566944 68.051422
5.032628 -23.782852 68.077797
19.214653 -30.949322 65.150635
50.937084 -14.848277 6.416797
65.849648 -25.594276 8.298606
37.28849 -13.065917 16.280964
41.514317 -30.723749 20.768002
57.263313 0.191654 10.704823
56.372181 -13.19327 15.326189
52.657948 -7.470282 25.14739
47.587009 -54.210575 -11.527544
46.894062 -59.032482 10.19925
30.53553 -69.654297 28.864115
14.949126 -69.984245 52.893269
33.017914 -48.171917 49.31279
24.630121 -59.094723 56.607742
57.421738 -17.641918 34.387402
41.013382 -31.768641 43.140408
7.747623 -54.414722 59.501564
20.169228 -48.026566 66.073128
34.541195 -5.604286 49.548286
56.429943 -29.404573 30.903128
48.925926 2.344159 39.025131
41.824226 3.125385 -19.824087
44.084801 -8.253979 -9.924326
36.153782 4.743479 12.88712
8.380156 7.168441 40.03249
