x y z
-27.403971 -33.869453 -16.406208
-24.927513 -78.025803 -9.202059
-17.201881 -62.079388 -5.323462
-27.195347 -96.003281 -4.876397
-9.743929 -89.702499 -1.327284
-18.229174 -70.408752 3.871341
-43.594112 -72.857635 8.535315
-21.944651 -85.180443 19.50708
-6.207618 -78.422363 27.048256
-50.134064 -23.307085 6.392467
-35.141933 -18.532139 16.945856
-53.653767 -11.447284 12.87269
-48.368492 -9.989834 26.65649
-36.732006 -27.235989 49.382401
-3.72098 -29.819395 70.849716
-43.725971 -55.2258 -12.066998
-55.332138 -24.796095 35.668495
-23.690086 -64.647041 46.707138
-39.490929 -34.517223 44.77599
-7.907784 -58.333851 56.484463
-22.297319 -47.365208 64.161133
-46.44268 5.020629 24.731499
-23.397678 -4.155607 53.652905
-57.291111 -37.300495 29.206093
-39.388721 -7.722447 -11.776888
-33.642162 12.134416 11.256635
-28.885946 41.328335 27.213625
-8.821885 16.144993 35.751686
-15.416797 -36.457668 42.548756
-4.439258 0.58969 62.192448
-11.388717 33.795166 -24.548548
-26.514912 1.875904 -41.451077
-57.51112 -29.03363 -22.751221
-38.103088 -51.479717 42.711254
-41.310371 33.159451 19.565107
-9.725443 -69.581108 35.539352
-1.833247 -24.392723 31.80821
-52.071186 -4.058238 -19.491411
-50.733406 -32.808411 -3.067806
-50.821697 -48.420307 10.29976
-45.757328 -63.979893 34.764797
-29.467676 21.888643 -10.834138
-48.647987 36.198055 -5.886732
-9.518095 47.713459 -2.73036
-21.139147 58.312466 -2.704244
-9.305443 45.453094 45.077976
-39.603146 13.23661 46.578625
-23.128242 19.566599 45.323338
-10.590796 -57.200806 10.963358
-9.605866 -53.924751 32.369022
34.217461 -29.407293 -20.023026
27.913979 -64.987099 -7.631811
46.168056 -61.753876 -8.251934
23.494438 -97.696907 -5.017765
13.355445 -76.322823 5.374816
25.785759 -54.706039 5.822139
34.29604 -80.823547 17.650723
11.495643 -86.491112 32.715454
48.809685 -16.627651 7.650114
37.115463 -13.299252 17.14422
55.044136 -6.011281 9.587792
52.657948 -7.470282 25.14739
41.594521 -11.975749 42.513462
37.057972 -24.859495 48.989635
28.323074 -36.241531 57.057178
3.958598 -29.497583 71.102509
45.027004 -61.666046 17.434252
48.986343 -23.61776 40.701809
35.401428 -44.144867 44.484192
25.20038 -64.071754 48.531258
13.159003 -53.199661 65.330818
46.904285 7.120638 25.823822
24.693613 -4.85111 53.930012
52.357609 -42.765316 15.951277
57.092949 -28.761312 31.237459
36.350708 6.984806 5.535005
15.140214 -29.757637 41.475777
7.250216 3.173477 53.404694
12.084923 37.034817 -20.311821
36.822453 -1.965277 -44.794796
54.099472 -42.918217 41.063938
43.157585 -64.671913 42.176178
28.417282 57.337456 -4.296553
42.739471 38.845051 14.250029
30.707104 42.64048 26.119505
41.611343 16.38237 41.833054
3.108106 -24.783667 31.693001
10.016019 27.373844 29.957331
5.74752 -67.312859 42.84148
52.009655 -54.11174 30.669537
61.656509 -24.701471 -16.830252
50.947605 6.056822 -19.444313
47.751228 -27.709383 -2.634644
36.69706 24.842258 -17.040905
50.661446 30.03816 -0.63799
9.911385 47.924683 -0.810801
11.796034 47.147953 42.554985
24.093615 21.970028 46.536709
12.887087 -54.224049 12.708505
9.100262 -53.155853 30.309793
