Strength Degree Hemisphere
37879.5034013606 87 2
2031.94557823129 36 2
4781.70068027211 48 2
34666.0238095238 85 2
24515.1734693878 80 2
16115.6054421769 70 2
3478.68707482993 34 2
21054.6530612245 123 2
9995.49659863946 66 2
4840.11904761905 57 2
1991.05442176871 28 2
5439.87414965986 68 2
8150.25170068027 71 2
15254.231292517 208 2
7519.76530612245 132 2
2174.27551020408 37 2
2515.08843537415 51 2
6590.44897959184 57 2
2473.58163265306 42 2
2915.13945578231 33 2
3800.35714285714 41 2
3633.21428571429 34 2
1501.90136054422 30 2
2194.02380952381 32 2
3840.95918367347 60 2
8345.81972789116 113 2
3121.19727891156 65 2
3823.10884353741 54 2
2179.6156462585 64 2
3953.91156462585 67 2
5299.68367346939 77 2
1637.73129251701 25 2
1889.81292517007 26 2
2200.44557823129 31 2
2285.30952380952 31 2
3143.84693877551 23 2
3828.40136054422 56 2
4522.89455782313 70 2
2656.32993197279 44 2
7390.0306122449 52 2
2944.26190476191 50 2
4658.28911564626 86 2
8067.70068027211 102 2
9512.78231292517 114 2
4709.51700680272 104 2
2348.04081632653 60 2
5022.46598639456 66 2
3553.55102040816 59 2
3457.43197278912 71 2
3496.08843537415 60 2
13641.0884353742 85 2
11818.6632653061 95 2
6553.43537414966 69 2
7440.20068027211 72 2
9770.57823129251 68 2
4183.54761904762 53 2
1411.07142857143 28 2
4829.31972789115 78 2
1872.80612244898 37 2
3722.59523809524 64 2
3499.81972789116 42 2
4494.6156462585 69 2
6205.33673469388 93 2
2765.5612244898 40 2
2707.87755102041 38 2
1308.04761904762 16 2
10666.0204081633 111 2
7052.87755102041 72 2
8947.71768707483 101 2
6490.69727891156 88 2
5653.20068027211 74 2
7122.73129251701 90 2
9276.28571428572 100 2
6789.85034013605 104 2
6909.36054421769 95 2
3880.10544217687 57 2
7818.64285714286 98 2
7360.00680272109 92 2
3816.81292517007 59 2
2807.87414965986 42 2
4063.78571428572 63 2
6351.00680272109 83 2
6065.40136054422 72 2
7667.42517006803 74 2
5948.95578231292 75 2
10015.0578231293 99 2
7067.05102040816 86 2
4382.21088435374 58 2
3959.58503401361 70 2
3769.99659863945 60 2
5414.42857142857 62 2
4076.17006802721 28 2
5168.57823129252 55 2
3625.92517006803 36 2
2270.32653061225 34 2
8480.41836734694 105 2
4723.2380952381 78 2
3157.13265306122 47 2
3438.10544217687 44 2
4582.40816326531 38 2
3364.67346938776 38 2
3161.43197278912 47 2
2702.63265306122 77 2
3774.56802721088 69 2
3467.87755102041 54 2
4177.52721088435 85 2
1405.4693877551 21 2
5087.65306122449 89 2
3523.22108843537 58 2
3418.47278911565 37 2
3019.95238095238 55 2
2081.21428571429 44 2
1816.6156462585 34 2
1957.82653061224 48 2
1675.37074829932 35 2
4999.39115646259 45 2
6139.35714285714 64 2
1943.93197278912 8 2
2493.68707482993 38 2
21768.9353741497 201 2
5998.5850340136 50 2
8019.71768707483 27 2
1552.13945578231 23 2
3270.80612244898 59 2
4219.24829931973 69 2
3814.83333333333 28 2
4847.44217687075 39 2
3564.81972789116 60 2
4891.27891156463 82 2
4403.18027210884 61 2
11334.5612244898 89 2
5416.85714285714 74 2
10282.1054421769 124 2
9876.47619047619 108 2
11091.268707483 71 2
6468.87755102041 79 2
7049.22789115646 82 2
7639.34013605442 102 2
3785.58163265306 44 2
3335.01360544218 41 2
1983.43537414966 36 2
5257.28571428571 86 2
5368.6768707483 81 2
3859.21088435374 48 2
4649.06802721088 73 2
3066.10204081633 64 2
4603.6462585034 43 2
10257.4319727891 106 2
12159.5102040816 112 2
8173.56802721088 68 2
8930.74149659864 106 2
2595.66326530612 43 2
3375.35034013605 25 2
1977.55782312925 27 2
2195.20068027211 21 2
1870.49659863946 31 2
3435.45578231292 57 2
3558.24149659864 46 2
2837.98299319728 47 2
3838.84353741497 30 2
2657.43197278912 33 2
1441.90136054422 24 2
5455.55442176871 44 2
1846.05102040816 15 2
1292.19727891156 15 2
2451.7925170068 24 2
4043.73129251701 114 2
2209.22108843537 44 2
3591.27891156463 60 2
4765.40476190476 77 2
5739.59183673469 83 2
6597.01700680272 37 2
3009.57142857143 47 2
2681.98299319728 54 2
5879.87755102041 87 2
3970.2619047619 69 2
5041.04761904762 78 2
2118.73469387755 37 2
3667.34013605442 62 2
4411.20408163265 59 2
38865.5816326531 91 1
3267.36054421769 48 1
5041.11224489796 42 1
33472.9693877551 78 1
24424 74 1
14641.343537415 67 1
3422.54421768707 29 1
19068.0476190476 114 1
8121.95578231292 67 1
5535.21768707483 69 1
2558.27210884354 37 1
3701.44557823129 53 1
10079.7108843537 68 1
14916.2414965986 191 1
8355.18027210884 128 1
3606.71428571429 56 1
3839.98299319728 69 1
6459.95918367347 48 1
2866.19047619048 45 1
2589.73809523809 30 1
2948.84693877551 36 1
4749.71768707483 41 1
2466.57823129252 41 1
1229.85034013605 21 1
4522.5612244898 77 1
6143.70408163265 111 1
3327.4693877551 66 1
3467.09183673469 53 1
1947.16326530612 59 1
3583.63945578231 50 1
5458.05782312925 65 1
2028.59523809524 26 1
1703.78911564626 21 1
1429.86394557823 23 1
2014.57823129252 26 1
4137.27210884354 38 1
3961.98979591837 65 1
4456.43537414966 69 1
2955.12925170068 50 1
8185.64285714286 51 1
3978.04081632653 51 1
4356.88095238095 90 1
6238.12585034014 73 1
9136.15646258504 115 1
4648.18027210884 103 1
2187.67346938775 58 1
5418.01020408163 81 1
3265.08163265306 68 1
2266.47619047619 58 1
4311.66666666666 78 1
13043.4659863946 93 1
11948.0850340136 114 1
6162.94897959184 60 1
6324.6462585034 64 1
8817.22789115646 66 1
5848.01360544218 58 1
1930.91156462585 31 1
6040.12244897959 89 1
1568.71768707483 32 1
3891.67346938775 60 1
4638.76190476191 51 1
4652.68367346939 70 1
7301.06462585034 104 1
3182.72108843537 45 1
2866.00340136055 37 1
2236.31632653061 20 1
9363.61224489796 108 1
6417.48979591837 78 1
10744.7721088435 110 1
9817.00340136054 120 1
5656.4081632653 75 1
5403.0850340136 80 1
7482.21768707483 97 1
6801.30952380952 90 1
4689.17346938776 77 1
4389.15646258503 67 1
8952.45238095238 103 1
8782.22108843537 93 1
2473.77210884354 40 1
2118.77551020408 33 1
4804.31292517007 75 1
5819.1156462585 82 1
7651.59183673469 88 1
8222.81632653061 92 1
4466.43197278912 60 1
9965.90136054422 100 1
5975.30952380952 83 1
4849.04081632653 59 1
4207.25850340136 74 1
5611.1768707483 78 1
7363.57142857143 85 1
4754.50680272109 40 1
7356.55102040816 72 1
4556.92176870748 39 1
2002.95918367347 33 1
7610.34693877551 98 1
4788.6462585034 76 1
3806.8843537415 64 1
5116.00340136054 54 1
5113 40 1
1766.83673469388 21 1
2671.14285714286 48 1
1517.54081632653 51 1
3275.01360544218 70 1
2735.52380952381 46 1
5540.09183673469 106 1
1846.36734693877 29 1
3634.38775510204 72 1
3107.53401360544 61 1
4329.8537414966 37 1
3776.37755102041 61 1
2801.3231292517 54 1
1974.94897959184 35 1
1606.08163265306 52 1
1669.86054421769 35 1
3691.68367346939 36 1
6202.07482993197 77 1
1233.66326530612 5 1
1651.00680272109 29 1
21423.3129251701 205 1
4492.14285714286 42 1
5975.92517006803 22 1
1599.7619047619 22 1
2328.05442176871 37 1
5131.15306122449 69 1
3242.33333333333 31 1
3078.14965986395 31 1
4290.45578231293 71 1
5601.31292517007 93 1
3072.28571428571 44 1
10045.3367346939 81 1
4945.75850340136 68 1
9491.86734693878 126 1
10153.2789115646 111 1
9531.20068027211 58 1
5711.33673469388 61 1
6956.82993197279 100 1
6106.70068027211 71 1
6722.55442176871 91 1
5294.86394557823 61 1
3542.28571428571 48 1
5609.7380952381 80 1
7386.02380952381 100 1
3535.92517006803 47 1
4764.42517006803 83 1
1991.60204081633 41 1
3479.03741496599 31 1
7618.01700680272 90 1
11876.1394557823 126 1
9676.43877551021 101 1
8603.05442176871 114 1
3121.99319727891 51 1
4195.21088435374 27 1
2270.20408163265 22 1
2308.77210884354 24 1
2143.5 32 1
3268.18027210884 48 1
3332.04761904762 43 1
3300.15306122449 44 1
4638.78231292517 39 1
1552.50680272109 19 1
1226.58163265306 20 1
4294.97959183674 33 1
2379.29931972789 20 1
2177.69727891156 25 1
4299.42176870748 34 1
4755.67006802721 128 1
1699.55442176871 42 1
3931.13265306122 67 1
6013.83673469388 88 1
5022.56802721088 75 1
5202.76530612245 33 1
2168.40476190476 38 1
2225.75510204082 44 1
5399.98639455782 74 1
2824.96598639456 42 1
4938.29591836735 80 1
2308.06802721089 49 1
3269.1768707483 61 1
4768.37755102041 59 1
