Strength Degree Hemisphere
3923.19387755102 57 2
17434.0204081633 137 1
5409.55782312925 75 1
4356.15986394558 45 1
19368.2380952381 141 1
16922.5136054422 124 1
12257.6734693878 98 1
3856.47959183673 50 1
13344.4693877551 87 1
5907.11224489796 57 1
4626.75510204082 34 1
3334.54421768707 33 1
4044.56462585034 37 1
5864.11904761905 81 1
7686.13265306123 120 1
6459.80952380952 94 1
2594.16666666667 77 1
4392.47278911565 95 1
9754.77551020408 48 1
5048.71088435374 104 1
3588.94897959184 70 1
2377.42857142857 41 1
3668.67006802721 46 1
2909.28231292517 48 1
842.299319727891 25 1
5622.71088435374 50 1
6733.12585034014 49 1
4046.52040816326 66 1
4862.94557823129 53 1
1840.23129251701 51 1
3571.77210884354 69 1
4761.50340136054 84 1
1576.15646258503 50 1
1298.07823129252 55 1
1121.25510204082 45 1
5578.13945578231 79 1
2243.57142857143 31 1
3846.35034013605 51 1
6923.39455782313 79 1
3346.20408163265 41 1
5795.13605442177 51 1
4078.92176870748 40 1
2674.78571428572 65 1
5980.63265306122 34 1
7122.42857142857 47 1
3491.15306122449 70 1
1936.76870748299 73 1
6249.65306122449 70 1
3085.42517006803 64 1
1848.38095238095 71 1
4282.13605442177 73 1
11879.9523809524 78 1
9566.10544217687 75 1
12793.462585034 77 1
6171.37074829932 31 1
5002.66666666667 41 1
6238.91156462585 56 1
2241.40136054422 52 1
5242.04761904762 77 1
1622.10204081633 50 1
5469.0306122449 55 1
3374.44557823129 55 1
7291.40816326531 71 1
7603.07482993197 64 1
3582.07142857143 48 1
3407.84693877551 33 1
1999.43537414966 33 1
10388.0306122449 34 1
8121.44557823129 51 1
9712.5 79 1
7988.71768707483 65 1
4785.0850340136 47 1
4295.11904761905 49 1
9241.62244897959 38 1
7818.69387755102 66 1
4700.68707482993 91 1
4720.28571428571 83 1
8304.77210884354 78 1
6800.29251700681 57 1
4690.48299319728 42 1
6343.47278911565 40 1
4953.8843537415 44 1
5229.39795918367 75 1
8960.20408163265 32 1
10038.6156462585 33 1
5410.99659863946 22 1
10278.9149659864 61 1
4407.8843537415 55 1
2923.34693877551 46 1
3807.8843537415 68 1
4459.71768707483 71 1
7229.11224489796 76 1
2534.91156462585 30 1
2730.05782312925 43 1
3846.50340136054 41 1
3730.11224489796 54 1
9960.96258503401 40 1
5326.5306122449 30 1
3502.03741496599 37 1
4574.27210884354 52 1
4308.86394557823 38 1
2793.84013605442 46 1
3350.61904761905 56 1
2140.7619047619 81 1
9708.97959183673 92 1
4738.59863945578 47 1
5347.8231292517 91 1
2435.60204081633 63 1
4853.05782312925 79 1
4048.01360544218 51 1
2882.54761904762 52 1
4037.58503401361 67 1
3890.89795918367 65 1
2110.1768707483 36 1
4546.87414965986 70 1
3424.05782312925 51 1
4588.13945578231 27 1
10645.3027210884 74 1
1652.7925170068 64 1
1799.04081632653 84 1
10356.9931972789 181 1
4155.06462585034 62 1
7659.54761904762 70 1
2806.91496598639 50 1
2455.34693877551 49 1
4479.62244897959 65 1
4442.81972789116 84 1
3062.52380952381 50 1
4692.80612244898 76 1
8928.80952380952 95 1
4461.26870748299 55 1
9739.75170068027 92 1
4578.2074829932 46 1
9156.07482993197 82 1
9453.28571428571 72 1
12386.9693877551 84 1
8721.56802721089 62 1
7849.30612244898 75 1
7288.35714285714 61 1
9732.60544217687 97 1
6551.57142857143 52 1
7523.44557823129 109 1
5439.38095238095 91 1
7950.56802721089 93 1
4470.6462585034 33 1
4338.34353741497 62 1
2954.0306122449 69 1
3224.77210884354 28 1
6529.57142857143 50 1
12351.4217687075 60 1
12037.5646258503 103 1
6962.03741496599 86 1
2867.97959183673 69 1
4440.81632653061 60 1
2364.47278911565 47 1
1109.4693877551 41 1
2105.76190476191 38 1
5053.42176870748 69 1
3988.27551020408 75 1
3683.56802721088 63 1
3431.86054421769 62 1
2471.56802721088 60 1
1709.45578231293 47 1
6530.66666666667 49 1
1144.00680272109 44 1
1571.07823129252 40 1
2227.60544217687 65 1
4933.08843537415 113 1
1611.77551020408 47 1
5852.28911564626 102 1
6305.3537414966 64 1
3815.49659863945 78 1
4823.9693877551 62 1
1731.7925170068 60 1
2221.84013605442 52 1
4617.1462585034 60 1
4025.45918367347 62 1
4675.15306122449 52 1
3145.37074829932 77 1
5244.31632653061 64 1
3657.89115646258 60 1
