Strength Degree Hemisphere
5619.01020408163 68 2
10635.9523809524 76 2
6424.3537414966 93 2
5617.84353741496 45 2
6401.20408163265 34 2
3531.03741496599 46 2
8258.33673469388 91 2
4721.47278911565 101 2
7142.44897959184 45 2
7444.04761904762 68 2
5145.09863945578 79 2
3607.18027210884 45 2
9224.76530612245 72 2
15823.112244898 82 2
11992.3639455782 52 2
9984 97 2
2840.97619047619 94 2
3180.32993197279 43 2
1876.20068027211 42 2
1653.64965986395 34 2
1728.00340136054 53 2
5703.78231292517 71 2
4222.86394557823 73 2
2692.12244897959 62 2
2072.50340136055 70 2
5667.5612244898 51 2
2173.54421768708 34 2
3480.36054421769 42 2
2095.66666666667 38 2
1177.91836734694 38 2
4390.80612244898 54 2
4988.89455782313 135 2
3427.19727891156 46 2
7262.11904761905 55 2
3038.74149659864 45 2
2779.86394557823 76 2
4183.79931972789 70 2
2549.20408163265 65 2
2215.84353741497 63 2
3871.22108843537 78 2
3115.46598639456 91 2
4437.28231292517 63 2
3558.90136054422 79 2
2240.24829931973 41 2
3279.91836734694 44 2
17932.6292517007 103 1
4892.69047619048 57 1
4292.18707482993 49 1
21117.8741496599 121 1
12621.5442176871 98 1
8654.72448979592 90 1
2348.8843537415 34 1
19058.6462585034 101 1
7677.23469387756 66 1
6446.51020408163 43 1
4195.97278911565 41 1
5760.49659863946 50 1
4978.01700680272 98 1
12659.5612244898 115 1
7176.45578231293 104 1
3301.47278911565 88 1
3925.07142857143 93 1
5975.37074829932 45 1
4096.21428571429 79 1
3304.44897959184 30 1
2838.78911564626 52 1
2778.02040816327 58 1
3965.5 48 1
1582.47619047619 33 1
6147.52380952381 64 1
14581.4183673469 73 1
3930.72448979592 73 1
7090.34353741497 54 1
2674.49319727891 79 1
3157.39795918368 67 1
3095.2074829932 65 1
2465.00680272109 32 1
1567.46258503401 48 1
1159.4693877551 27 1
2401.76190476191 37 1
3390.7619047619 38 1
5213 49 1
3486.97619047619 55 1
4882.30952380952 42 1
5850.81632653061 45 1
3005.05782312925 33 1
3962.56462585034 80 1
13145.0170068027 41 1
12996.2176870748 67 1
5678.37755102041 93 1
2491.3231292517 90 1
8595.55442176871 87 1
5282.89455782313 83 1
2554.67006802721 79 1
5733.78231292517 93 1
16133.8673469388 100 1
14276.9761904762 79 1
7026.09183673469 58 1
7827.27551020408 66 1
9101.13945578231 58 1
7861.39455782313 69 1
2087.98639455782 36 1
5470.37074829932 73 1
1241.99319727891 33 1
2647.83673469388 41 1
2362.71768707483 49 1
2359.23129251701 46 1
6867.99659863946 64 1
1631.99319727891 39 1
1922.52721088435 32 1
1439.63945578231 27 1
12563.4149659864 55 1
4969.22448979592 50 1
3960.31292517007 81 1
5792.75170068027 96 1
2808.22108843537 57 1
2612.10544217687 64 1
10337.2414965986 48 1
8106.86394557823 74 1
5179.98979591837 105 1
3853.68027210884 91 1
6379.26530612245 85 1
8034.96598639456 74 1
4417.55102040816 30 1
4160.39115646259 14 1
5073.19387755102 57 1
3346.21088435374 91 1
8948.58503401361 49 1
7652.93537414966 34 1
4906.86734693878 36 1
6049.21428571428 42 1
2750.99659863946 65 1
2540.00340136054 55 1
2004.44217687075 73 1
3162.91156462585 81 1
4260.91156462585 66 1
2187.51020408163 24 1
2780.97959183673 54 1
3213.33673469388 35 1
3564.54081632653 58 1
7880.65986394558 39 1
6026.42517006803 49 1
4163.56462585034 54 1
4507.79591836735 70 1
3636.26530612245 41 1
1820.58163265306 25 1
3469.90476190476 44 1
1762.3231292517 76 1
4457.57823129252 41 1
3915.63265306122 42 1
5828.98299319728 116 1
3456.37414965986 46 1
5281.83333333333 59 1
5505.73129251701 61 1
9402.51020408163 63 1
6198.10544217687 40 1
5062.42857142857 63 1
2981.62585034014 52 1
2664.21428571429 32 1
2712.75510204082 25 1
4418.77891156463 27 1
9745.69387755102 40 1
2533.33673469388 60 1
2307.29591836735 102 1
11057.2006802721 182 1
3438.5306122449 55 1
9911.57823129252 74 1
3187.6156462585 54 1
3747.06462585034 53 1
4558.05782312925 78 1
5248.27551020408 87 1
4286.9387755102 49 1
4260.68367346939 87 1
7221.33333333333 80 1
4837.31632653061 54 1
12606.5918367347 94 1
3043.42176870748 59 1
7721.02040816326 103 1
7030.42857142857 82 1
12421.3299319728 71 1
7874.02040816326 56 1
9300.5612244898 99 1
6844.94897959184 64 1
9054.70068027211 56 1
10142.7142857143 46 1
7371.1768707483 52 1
5469.45578231292 88 1
8880.21768707483 109 1
7009.77551020408 35 1
6357.41836734694 87 1
3675.98979591837 79 1
3194.63945578231 37 1
6716.81292517007 63 1
16750.574829932 86 1
14111.1666666667 76 1
10897.8537414966 108 1
2898.54761904762 96 1
3636.33673469388 50 1
1527.68707482993 40 1
2170.06802721088 44 1
2540.10204081633 48 1
5895.80952380952 66 1
4313.2925170068 72 1
4003.99319727891 61 1
2323.28231292517 58 1
2524.7925170068 52 1
1553.23469387755 36 1
4023.48979591837 41 1
1359.31292517007 42 1
940.224489795918 29 1
1499.18707482993 62 1
7025.42176870749 128 1
3045.71428571429 43 1
7352.65646258504 59 1
4024.40816326531 65 1
3296.09523809524 90 1
5200.86734693878 65 1
2642.29591836735 48 1
2977.78231292517 44 1
4794.01700680272 73 1
2663.91836734694 52 1
3554.07142857143 69 1
3596.22448979592 67 1
1958.4387755102 42 1
2733.32993197279 48 1
